orig_strain	virus	subgenogroup	accession	seq-len	date	age	sex	host	genbank-host	country	region	moltype	strain	url	authors	title	date_added
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890526	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890526	https://www.ncbi.nlm.nih.gov/nuccore/HQ890526	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890527	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890527	https://www.ncbi.nlm.nih.gov/nuccore/HQ890527	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890528	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890528	https://www.ncbi.nlm.nih.gov/nuccore/HQ890528	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890529	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890529	https://www.ncbi.nlm.nih.gov/nuccore/HQ890529	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890530	29646	2008-10-08			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890530	https://www.ncbi.nlm.nih.gov/nuccore/HQ890530	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890531	29645	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890531	https://www.ncbi.nlm.nih.gov/nuccore/HQ890531	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890532	29645	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890532	https://www.ncbi.nlm.nih.gov/nuccore/HQ890532	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890533	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890533	https://www.ncbi.nlm.nih.gov/nuccore/HQ890533	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890534	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890534	https://www.ncbi.nlm.nih.gov/nuccore/HQ890534	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890535	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890535	https://www.ncbi.nlm.nih.gov/nuccore/HQ890535	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890536	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890536	https://www.ncbi.nlm.nih.gov/nuccore/HQ890536	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890537	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890537	https://www.ncbi.nlm.nih.gov/nuccore/HQ890537	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890538	29646	2008-09-17			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890538	https://www.ncbi.nlm.nih.gov/nuccore/HQ890538	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890539	29646	2008-09-18			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890539	https://www.ncbi.nlm.nih.gov/nuccore/HQ890539	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		HQ890540	29646	2008-09-18			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__HQ890540	https://www.ncbi.nlm.nih.gov/nuccore/HQ890540	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292902	29646	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__JF292902	https://www.ncbi.nlm.nih.gov/nuccore/JF292902	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292903	29645	2008-10-10			Mouse	Mus musculus; young	USA	north_america	genomic RNA	MA15ExoN1mutant__JF292903	https://www.ncbi.nlm.nih.gov/nuccore/JF292903	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292904	29645	2008-09-18			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__JF292904	https://www.ncbi.nlm.nih.gov/nuccore/JF292904	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292905	29646	2008-09-18			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__JF292905	https://www.ncbi.nlm.nih.gov/nuccore/JF292905	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus		JF292906	29646	2008-09-18			Mouse	Mus musculus; old	USA	north_america	genomic RNA	MA15ExoN1mutant__JF292906	https://www.ncbi.nlm.nih.gov/nuccore/JF292906	Town,C., Halpin,R., Motley,J., Hostetler,J., Fedorova,N., Overton,L., Stockwell,T., Katzel,D., Li,K., Axelrod,N., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Resnick,A., Thovarai,V., Kim,M., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S. and Denison,M.R.	Direct Submission	2020-01-27
Rs672	Severe acute respiratory syndrome-related coronavirus		FJ588686	29059	2006-XX-XX			Bat	Rhinolophus sinicus	China	china	genomic RNA	Rs672__FJ588686	https://www.ncbi.nlm.nih.gov/nuccore/FJ588686	Yuan,J., Hon,C.C., Li,Y., Wang,D., Xu,G., Zhang,H., Zhou,P., Poon,L.L., Lam,T.T., Leung,F.C. and Shi,Z.	Intraspecies diversity of SARS-like coronaviruses in Rhinolophus sinicus and its implications for the origin of SARS coronaviruses in humans	2020-01-27
TC1	Severe acute respiratory syndrome-related coronavirus		AY338174	29573	20XX-XX-XX					Taiwan	china	genomic RNA	TC1__AY338174	https://www.ncbi.nlm.nih.gov/nuccore/AY338174	Shih,M.C., Peck,K., Chan,W.L., Chu,Y.P., Chen,J.C., Tsai,C.H. and Chang,J.G.	SARS-CoV infection was from at least two origins in the Taiwan area	2020-01-27
TC2	Severe acute respiratory syndrome-related coronavirus		AY338175	29573	20XX-XX-XX					Taiwan	china	genomic RNA	TC2__AY338175	https://www.ncbi.nlm.nih.gov/nuccore/AY338175	Shih,M.C., Peck,K., Chan,W.L., Chu,Y.P., Chen,J.C., Tsai,C.H. and Chang,J.G.	SARS-CoV infection was from at least two origins in the Taiwan area	2020-01-27
TC3	Severe acute respiratory syndrome-related coronavirus		AY348314	29573	20XX-XX-XX					Taiwan	china	genomic RNA	TC3__AY348314	https://www.ncbi.nlm.nih.gov/nuccore/AY348314	Shih,M.C., Peck,K., Chan,W.L., Chu,Y.P., Chen,J.C., Tsai,C.H. and Chang,J.G.	SARS-CoV infection was from at least two origins in the Taiwan area	2020-01-27
UNKNOWN-DJ066921	Severe acute respiratory syndrome-related coronavirus		DJ066921	29727	20XX-XX-XX							unassigned DNA	UNKNOWN-DJ066921__DJ066921	https://www.ncbi.nlm.nih.gov/nuccore/DJ066921	Inoue,M. and Hong,W.	A sensitive and specific test to detect SARS coronavirus	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		AY278741	29727	20XX-XX-XX							genomic RNA	Urbani__AY278741	https://www.ncbi.nlm.nih.gov/nuccore/AY278741	Rota,P.A., Oberste,M.S., Monroe,S.S., Nix,W.A., Campagnoli,R., Icenogle,J.P., Penaranda,S., Bankamp,B., Maher,K., Chen,M.H., Tong,S., Tamin,A., Lowe,L., Frace,M., DeRisi,J.L., Chen,Q., Wang,D., Erdman,D.D., Peret,T.C., Burns,C., Ksiazek,T.G., Rollin,P.E., Sanchez,A., Liffick,S., Holloway,B., Limor,J., McCaustland,K., Olsen-Rasmussen,M., Fouchier,R., Gunther,S., Osterhaus,A.D., Drosten,C., Pallansch,M.A., Anderson,L.J. and Bellini,W.J.	Characterization of a novel coronavirus associated with severe acute respiratory syndrome	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062179	29727	2017-05-27			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062179	https://www.ncbi.nlm.nih.gov/nuccore/MK062179	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062180	29727	2017-05-28			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062180	https://www.ncbi.nlm.nih.gov/nuccore/MK062180	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062181	29727	2017-05-29			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062181	https://www.ncbi.nlm.nih.gov/nuccore/MK062181	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062182	29727	2017-05-30			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062182	https://www.ncbi.nlm.nih.gov/nuccore/MK062182	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062183	29874	2017-05-31			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062183	https://www.ncbi.nlm.nih.gov/nuccore/MK062183	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
Urbani	Severe acute respiratory syndrome-related coronavirus		MK062184	29874	2017-06-01			Human	Homo sapiens	USA	north_america	genomic RNA	Urbani__MK062184	https://www.ncbi.nlm.nih.gov/nuccore/MK062184	Graham,R.L., Deming,D.J., Deming,M.E., Yount,B.L. and Baric,R.S.	Evaluation of a recombination-resistant coronavirus as a broadly applicable, rapidly implementable vaccine platform	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.10P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514398	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.10P20/2010__KF514398	https://www.ncbi.nlm.nih.gov/nuccore/KF514398	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.1P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514399	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.1P20/2010__KF514399	https://www.ncbi.nlm.nih.gov/nuccore/KF514399	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.2P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514421	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.2P20/2010__KF514421	https://www.ncbi.nlm.nih.gov/nuccore/KF514421	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.3P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514422	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.3P20/2010__KF514422	https://www.ncbi.nlm.nih.gov/nuccore/KF514422	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.4P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514392	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.4P20/2010__KF514392	https://www.ncbi.nlm.nih.gov/nuccore/KF514392	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.5P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514388	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.5P20/2010__KF514388	https://www.ncbi.nlm.nih.gov/nuccore/KF514388	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.6P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514413	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.6P20/2010__KF514413	https://www.ncbi.nlm.nih.gov/nuccore/KF514413	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.7P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514415	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.7P20/2010__KF514415	https://www.ncbi.nlm.nih.gov/nuccore/KF514415	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.8P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514400	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.8P20/2010__KF514400	https://www.ncbi.nlm.nih.gov/nuccore/KF514400	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1.9P20/2010	Severe acute respiratory syndrome-related coronavirus		KF514404	29687	2010-10-01					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1.9P20/2010__KF514404	https://www.ncbi.nlm.nih.gov/nuccore/KF514404	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1P10/2009	Severe acute respiratory syndrome-related coronavirus		KF514419	29687	2009-05-19					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1P10/2009__KF514419	https://www.ncbi.nlm.nih.gov/nuccore/KF514419	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c1P20/2009	Severe acute respiratory syndrome-related coronavirus		KF514394	29687	2009-07-08					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c1P20/2009__KF514394	https://www.ncbi.nlm.nih.gov/nuccore/KF514394	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
SARS/VeroE6_lab/USA/WTic_c2P1/2009	Severe acute respiratory syndrome-related coronavirus		KF514408	29687	2009-03-18					USA	north_america	genomic RNA	SARS/VeroE6_lab/USA/WTic_c2P1/2009__KF514408	https://www.ncbi.nlm.nih.gov/nuccore/KF514408	Town,C.D., Halpin,R.A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Eckerle,L.D., Becker,M.M., Donaldson,E.F., Lu,X., Graham,R.L., Baric,R.S., Wentworth,D.E. and Denison,M.R.	Direct Submission	2020-01-27
